labels,year,ISO_code,countries,region,hf_score,hf_rank,hf_quartile,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government_soa,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank
2,2017-01-01,BTN,Bhutan,South Asia,6.53,105.0,3.0,,,,6.2,9.4,10.0,10.0,7.5,10.0,10.0,9.5,10.0,,,10.0,10.0,9.6,0.0,0.0,10.0,3.3,,,,9.4,5.1,7.3,,,,,,,,,,,,,10.0,10.0,4.0,5.0,,,,7.3,0.0,0.0,0.0,0.0,2.5,0.8,6.29,111.0,4.8,9.9,7.0,9.0,8.0,8.5,4.4,6.9,6.2,6.7,6.7,9.3,,7.4,6.9,2.5,7.5,0.9,6.4,8.7,9.4,9.2,0.0,6.8,9.7,5.5,4.2,6.5,4.9,9.5,7.2,10.0,3.9,0.0,0.3,1.4,6.3,5.0,9.3,9.0,7.8,10.0,2.0,5.6,10.0,10,10.0,7.9,2.5,4.2,9.6,5.7,8.5,9.4,6.7,7.5,6.77,87.0
2,2017-01-01,BDI,Burundi,SubSaharan Africa,5.56,145.0,4.0,,,,2.9,7.6,0.0,10.0,2.5,9.4,7.7,5.9,10.0,,,,10.0,7.8,5.0,5.0,10.0,6.7,,,5.0,9.3,8.1,7.5,0.0,0.0,,,2.5,,,2.5,,,2.5,1.5,10.0,10.0,1.7,0.8,0.0,0.0,0.0,3.2,,0.0,0.0,0.0,7.5,3.8,4.95,150.0,7.5,10.0,7.0,8.0,5.0,6.5,3.6,6.9,2.1,3.0,3.4,1.1,,2.8,8.5,3.4,4.7,1.0,3.5,7.7,8.5,6.8,10.0,8.2,8.1,7.4,5.1,6.9,3.7,1.1,2.4,9.1,3.9,1.5,10.0,5.1,5.9,5.0,0.0,10.0,5.0,10.0,3.7,7.4,8.0,7.8,10.0,7.8,3.4,2.4,9.8,3.3,9.8,7.4,6.0,6.3,6.17,124.0
2,2017-01-01,BHS,Bahamas,Latin America & the Caribbean,7.56,48.0,2.0,6.9,6.0,6.3,6.4,0.0,10.0,10.0,,10.0,10.0,10.0,10.0,,,10.0,10.0,6.7,10.0,10.0,10.0,10.0,,,,9.4,6.4,7.9,,,,,,,,,,,,,10.0,10.0,8.3,7.3,,,,8.9,,10.0,10.0,10.0,10.0,10.0,7.87,48.0,7.0,8.3,7.0,10.0,10.0,10.0,,8.1,,5.9,,10.0,6.7,4.6,6.3,,,1.0,6.5,8.9,9.0,9.7,0.0,6.9,4.8,3.4,1.9,3.3,6.7,8.1,7.4,10.0,,0.8,10.0,5.4,6.5,10.0,5.9,10.0,8.6,8.9,,,8.0,6.5,10.0,8.4,,5.8,9.2,,8.0,7.8,7.7,8.2,7.25,58.0
2,2017-01-01,CPV,Cape Verde,SubSaharan Africa,7.45,52.0,2.0,,,,5.8,5.4,10.0,10.0,,10.0,10.0,10.0,10.0,,,10.0,10.0,8.5,10.0,10.0,10.0,10.0,,,,9.8,6.4,8.1,,,,,,,,,,,,,10.0,10.0,8.0,7.8,,,,8.9,,10.0,10.0,10.0,2.5,6.3,7.74,50.0,5.6,9.4,7.0,8.0,4.0,6.0,7.9,7.2,5.3,3.8,5.2,8.7,,6.1,8.8,5.4,5.0,1.0,6.0,8.8,9.7,9.8,5.0,8.3,7.3,8.0,4.8,6.7,4.9,6.7,5.8,10.0,6.0,2.7,10.0,6.2,7.2,10.0,8.6,10.0,9.5,3.9,4.5,6.9,8.0,5.1,1.0,4.9,4.6,5.6,9.3,4.4,9.2,8.0,6.8,7.1,7.16,63.0
2,2017-01-01,TTO,Trinidad and Tobago,Latin America & the Caribbean,6.62,96.0,3.0,4.4,5.9,3.9,4.7,0.0,10.0,10.0,7.5,10.0,10.0,9.5,10.0,,,10.0,10.0,6.5,10.0,10.0,2.5,7.5,,,,8.8,8.5,8.6,,,,,,,,,,,,,10.0,10.0,7.7,7.3,,,,8.7,,0.0,0.0,0.0,10.0,5.0,6.54,97.0,6.4,7.9,0.0,9.0,6.0,7.5,5.2,5.4,5.8,3.2,5.6,8.3,3.3,3.0,6.2,3.1,2.9,1.0,4.6,9.7,7.1,9.6,10.0,9.1,8.9,7.9,5.8,7.5,6.4,6.2,6.3,10.0,6.0,6.2,10.0,7.4,7.8,8.0,0.0,10.0,6.0,10.0,4.1,6.0,10.0,5.1,10.0,7.6,3.8,6.7,9.7,2.9,6.8,7.6,6.3,6.6,6.7,91.0
2,2017-01-01,PNG,Pap. New Guinea,Oceania,6.6,99.0,3.0,,,,3.9,6.0,10.0,10.0,7.5,10.0,9.9,9.5,10.0,,,5.0,7.5,7.7,10.0,10.0,10.0,10.0,,,,8.6,7.5,8.1,,,,,,,,,,,,,10.0,10.0,7.7,6.8,,,,8.6,,0.0,10.0,5.0,5.0,5.0,6.84,85.0,3.3,7.7,8.0,5.0,5.0,5.0,6.5,6.1,4.3,4.1,4.1,7.5,5.0,1.0,6.9,5.6,3.0,0.8,4.2,9.5,7.5,8.9,0.0,6.5,6.6,9.1,6.1,7.3,6.1,4.1,5.1,10.0,6.0,7.7,7.1,6.9,7.3,10.0,5.1,10.0,8.4,7.8,,,10.0,7,10.0,8.7,,3.6,8.5,3.2,7.4,7.7,6.1,7.7,6.36,115.0
2,2017-01-01,SYC,Seychelles,SubSaharan Africa,7.16,62.0,2.0,,,,5.3,4.9,10.0,10.0,,10.0,10.0,10.0,10.0,,,10.0,10.0,8.3,10.0,0.0,2.5,4.2,,,,9.9,6.4,8.1,,,,,,,,,,,,,10.0,10.0,4.7,6.0,,,,7.7,,10.0,10.0,10.0,10.0,10.0,7.16,71.0,1.7,8.6,8.0,10.0,10.0,10.0,3.1,6.3,5.3,4.8,5.8,8.1,,4.1,7.1,5.9,5.6,1.0,5.8,8.3,8.6,9.4,10.0,9.1,9.3,8.0,0.0,5.8,6.0,5.3,5.7,9.6,6.0,8.5,10.0,8.1,7.3,5.0,9.6,9.0,7.9,8.9,4.6,5.3,8.0,7.5,10.0,7.4,5.0,6.0,8.8,3.5,8.7,9.0,6.8,7.4,7.16,63.0
2,2017-01-01,BLZ,Belize,Latin America & the Caribbean,6.95,68.0,2.0,4.8,4.7,3.3,4.3,0.0,10.0,10.0,,10.0,10.0,10.0,10.0,,,10.0,10.0,6.7,10.0,10.0,2.5,7.5,,,,9.6,8.5,9.1,,,,,,,,,,,,,10.0,10.0,7.3,6.8,,,,8.5,,10.0,10.0,10.0,10.0,10.0,7.12,74.0,6.1,8.4,4.0,9.0,,9.0,,6.9,8.0,3.9,7.4,6.4,,3.3,7.3,,4.8,0.8,5.2,9.5,9.5,9.8,0.0,7.2,7.1,7.7,4.3,6.3,4.3,5.8,5.0,10.0,7.8,0.0,6.3,4.7,6.5,10.0,9.8,10.0,9.9,7.8,5.0,8.0,8.0,6.5,10.0,7.5,3.7,4.7,8.3,6.7,8.8,8.4,6.8,8.1,6.78,85.0
3,2017-01-01,ARE,United Arab Emirates,Middle East & North Africa,6.13,128.0,4.0,5.3,6.8,6.9,6.4,9.6,5.0,10.0,7.5,10.0,10.0,8.5,10.0,,,0.0,5.0,7.7,10.0,0.0,2.5,4.2,,,2.5,8.1,3.5,4.7,0.0,0.0,,,0.0,,,0.0,,,2.5,0.5,10.0,10.0,1.7,2.5,7.5,7.5,5.0,6.3,,0.0,0.0,0.0,0.0,0.0,5.09,148.0,4.1,8.7,2.0,10.0,10.0,10.0,4.4,5.8,7.2,6.5,7.4,8.3,6.7,5.8,9.9,8.3,8.9,0.5,5.7,9.2,7.4,9.6,10.0,9.1,10.0,9.0,6.3,8.4,7.0,8.3,7.6,10.0,7.6,5.4,5.3,6.1,8.0,5.0,8.4,,6.7,10.0,6.8,7.4,6.0,10,0.0,6.7,6.6,5.3,9.6,8.5,10.0,9.9,8.3,7.2,7.17,61.0
3,2017-01-01,YEM,"Yemen, Rep.",Middle East & North Africa,4.3,160.0,4.0,,,,2.4,7.3,0.0,0.0,0.0,1.0,4.9,1.2,8.1,,,0.0,4.1,4.2,0.0,5.0,0.0,1.7,,,,,,,,,,,,,,,,,,,7.6,10.0,1.3,1.0,,,,5.0,,0.0,0.0,0.0,0.0,0.0,2.75,161.0,10.0,9.0,4.0,10.0,8.0,9.0,3.5,7.1,2.4,2.6,3.1,4.2,3.3,3.8,9.0,2.6,3.2,0.7,3.2,9.9,6.9,5.1,10.0,8.0,8.9,8.5,7.8,8.4,4.0,10.0,7.0,4.8,2.6,6.9,1.0,3.5,5.9,,0.0,10.0,5.0,6.7,3.1,6.4,8.0,2.5,10.0,6.1,3.1,0.0,7.5,2.1,,7.2,4.0,5.0,5.84,140.0
3,2017-01-01,OMN,Oman,Middle East & North Africa,5.98,134.0,4.0,,,,5.9,9.8,10.0,10.0,7.5,10.0,10.0,9.5,10.0,,,0.0,5.0,8.1,10.0,0.0,2.5,4.2,,,2.5,8.9,3.7,5.0,2.5,2.5,,,0.0,,,5.0,,,2.5,2.5,10.0,10.0,1.7,3.3,5.0,2.5,5.0,5.3,,0.0,0.0,0.0,0.0,0.0,5.2,147.0,0.2,8.1,0.0,10.0,10.0,10.0,3.9,4.4,7.0,6.0,7.6,8.3,8.3,5.0,8.1,8.8,8.8,0.6,6.2,9.4,5.9,9.7,10.0,8.7,9.6,8.9,5.0,7.9,6.1,7.6,6.8,10.0,5.3,5.4,7.3,6.0,7.7,10.0,0.9,9.0,6.6,7.8,4.5,7.1,2.0,,10.0,6.3,5.2,6.2,9.8,6.0,8.1,9.2,7.4,6.8,6.76,89.0
3,2017-01-01,LBY,Libya,Middle East & North Africa,4.64,156.0,4.0,,,,2.3,9.0,10.0,0.0,0.0,0.0,4.6,2.9,10.0,,,7.5,8.8,6.9,5.0,5.0,7.5,5.8,,,7.5,7.5,5.8,6.9,2.5,2.5,,,2.5,,,2.5,,,2.5,2.5,10.0,10.0,2.7,1.3,7.5,7.5,5.0,6.3,,0.0,0.0,0.0,7.5,3.8,4.83,151.0,0.0,,0.0,10.0,9.0,9.5,5.1,3.7,3.4,2.4,3.3,5.0,6.7,3.6,,4.7,2.5,0.8,3.6,7.1,4.6,4.3,10.0,6.5,,,,,5.8,4.3,5.0,0.0,5.0,0.8,0.3,2.0,2.3,,10.0,7.0,8.5,7.2,4.3,6.7,8.0,4.4,10.0,6.8,4.3,0.0,8.6,3.1,,0.0,3.2,6.2,4.45,161.0
3,2017-01-01,SDN,Sudan,SubSaharan Africa,4.32,159.0,4.0,,,,3.4,7.9,0.0,8.9,2.5,9.3,9.1,6.0,1.3,,,0.0,0.7,4.9,10.0,0.0,0.0,3.3,,,7.5,8.2,3.8,6.5,2.5,2.5,,,2.5,,,2.5,,,7.5,3.5,10.0,10.0,1.3,1.0,10.0,0.0,7.5,5.7,,0.0,0.0,0.0,0.0,0.0,3.97,158.0,9.6,,10.0,10.0,7.0,8.5,2.5,7.6,,3.6,,0.0,4.2,3.8,8.9,,,0.5,3.0,5.5,3.5,3.5,5.0,4.4,,5.7,3.9,4.8,,0.9,0.9,0.0,,6.2,0.9,3.5,2.3,,6.2,,6.2,8.3,,,8.0,2.5,0.0,4.7,,4.0,8.7,,7.0,8.0,6.9,6.0,4.67,160.0
3,2017-01-01,MYS,Malaysia,South Asia,6.52,106.0,3.0,3.3,5.6,5.5,5.4,9.2,5.0,10.0,10.0,10.0,10.0,9.0,10.0,,,5.0,7.5,8.5,0.0,5.0,10.0,5.0,,,2.5,6.9,2.4,3.9,7.5,2.5,,,2.5,,,2.5,,,5.0,4.0,10.0,10.0,1.3,3.8,7.5,7.5,7.5,6.8,7.0,0.0,0.0,0.0,0.0,2.3,5.7,134.0,6.5,8.9,4.0,9.0,9.0,9.0,3.9,6.4,6.4,6.6,7.5,8.3,6.7,5.0,8.6,7.5,6.3,0.6,5.6,4.4,9.3,9.2,10.0,8.2,9.8,8.9,4.6,7.8,6.6,8.5,7.6,10.0,6.7,0.8,10.0,5.8,7.8,10.0,8.9,10.0,9.6,10.0,6.5,7.5,10.0,4.2,10.0,8.0,6.5,10.0,9.4,6.0,10.0,7.9,8.3,8.7,7.34,52.0
3,2017-01-01,SAU,Saudi Arabia,Middle East & North Africa,5.42,149.0,4.0,,,,5.3,9.5,10.0,10.0,2.5,9.7,9.6,8.4,10.0,,,0.0,5.0,7.6,0.0,0.0,0.0,0.0,,,0.0,7.1,2.5,3.2,2.5,2.5,,,0.0,,,0.0,,,5.0,2.0,10.0,6.7,0.3,2.0,7.5,7.5,5.0,5.6,,0.0,0.0,0.0,0.0,0.0,4.32,157.0,0.8,9.5,4.0,10.0,10.0,10.0,1.7,5.2,7.1,5.8,7.0,8.3,8.3,,10.0,8.3,7.3,0.4,5.3,9.6,6.5,9.8,10.0,9.0,9.2,8.8,3.5,7.2,5.9,,5.9,10.0,4.7,1.5,0.6,2.2,6.3,5.0,3.8,10.0,6.3,8.3,5.4,7.5,6.0,4.4,10.0,6.9,5.4,3.1,9.4,6.6,9.4,9.6,7.2,6.8,6.52,107.0
3,2017-01-01,QAT,Qatar,Middle East & North Africa,6.15,127.0,4.0,,,,6.3,9.8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,0.0,5.0,8.3,5.0,0.0,0.0,1.7,,,2.5,8.6,3.0,4.7,0.0,2.5,,,0.0,,,0.0,,,10.0,2.5,10.0,10.0,3.0,3.3,7.5,7.5,7.5,7.0,,0.0,0.0,0.0,0.0,0.0,5.24,145.0,0.0,9.6,6.0,10.0,10.0,10.0,2.8,5.7,6.7,6.7,7.1,6.7,8.3,4.9,9.7,8.1,9.0,0.6,6.1,8.9,5.2,9.9,10.0,8.5,9.3,9.0,6.4,8.3,6.6,7.5,7.0,10.0,5.8,4.6,4.1,4.9,7.5,5.0,10.0,9.0,8.0,10.0,6.4,7.5,4.0,4.8,5.0,6.3,5.7,5.6,9.7,8.2,10.0,9.5,8.1,7.5,7.07,69.0
3,2017-01-01,JOR,Jordan,Middle East & North Africa,6.84,80.0,2.0,3.2,6.2,6.0,5.8,9.4,10.0,10.0,7.5,9.9,10.0,9.5,10.0,,,0.0,5.0,8.0,10.0,5.0,0.0,5.0,,,7.5,7.8,3.8,6.3,5.0,7.5,,,5.0,,,2.5,,,5.0,5.0,10.0,10.0,2.7,3.5,7.5,7.5,5.0,6.6,,10.0,10.0,10.0,0.0,5.0,6.23,115.0,5.8,8.2,10.0,10.0,5.0,7.5,6.2,7.6,6.6,5.1,6.5,6.7,5.8,3.7,6.7,8.2,6.5,0.6,4.8,9.4,9.3,9.3,10.0,9.5,9.2,8.0,4.0,7.1,5.0,6.7,5.9,10.0,5.6,6.2,10.0,7.2,7.5,10.0,6.2,10.0,8.7,7.8,5.2,7.1,6.0,10,10.0,7.7,4.2,4.4,9.3,5.3,9.8,8.6,7.0,7.8,7.44,43.0
3,2017-01-01,SYR,Syria,Middle East & North Africa,3.79,162.0,4.0,,,,1.8,9.1,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,,0.0,5.0,4.7,0.0,0.0,2.5,0.8,,,,5.4,3.4,4.4,,,,,,,,,,,,,0.0,6.7,0.3,0.5,,,,1.9,,0.0,0.0,0.0,0.0,0.0,2.53,162.0,6.8,9.0,2.0,9.0,5.0,7.0,3.8,5.7,3.1,1.9,5.9,3.3,7.5,3.2,4.1,,6.1,0.5,3.2,9.5,0.0,4.2,10.0,5.9,8.4,6.7,0.6,5.2,4.6,2.8,3.7,9.1,4.6,0.8,0.0,1.8,5.0,2.0,4.8,10.0,5.6,8.3,5.0,4.7,6.0,10,0.0,5.7,3.8,0.9,9.2,4.1,,6.2,4.8,5.4,5.05,155.0
3,2017-01-01,IRQ,Iraq,Middle East & North Africa,4.34,158.0,4.0,,,,2.6,6.1,0.0,0.0,0.0,0.0,0.0,0.0,9.2,,,0.0,4.6,3.6,5.0,5.0,2.5,4.2,,,7.5,5.2,3.2,5.3,5.0,7.5,,,5.0,,,2.5,,,2.5,4.5,1.3,9.7,2.3,2.0,7.5,7.5,7.5,5.4,,0.0,0.0,0.0,0.0,0.0,3.47,160.0,4.3,8.3,0.0,10.0,8.0,9.0,3.7,5.0,,2.7,,0.0,2.5,4.8,6.7,,,0.7,2.8,6.0,4.6,8.0,10.0,7.1,9.7,,,9.7,6.7,0.5,3.6,7.7,,2.3,0.0,1.2,5.5,,4.1,5.0,4.5,2.2,,,6.0,6.5,10.0,6.2,,0.0,8.7,,8.2,6.5,5.8,5.5,5.21,153.0
3,2017-01-01,KWT,Kuwait,Middle East & North Africa,6.19,124.0,4.0,,,,5.3,9.3,10.0,10.0,7.5,10.0,10.0,9.5,10.0,,,0.0,5.0,7.9,10.0,5.0,5.0,6.7,,,2.5,8.1,3.4,4.6,7.5,7.5,,,0.0,,,2.5,,,2.5,4.0,10.0,10.0,3.0,4.3,10.0,7.5,7.5,7.5,,0.0,10.0,5.0,2.5,3.8,5.97,123.0,1.0,6.9,4.0,10.0,10.0,10.0,4.2,5.2,6.0,5.1,6.0,8.3,6.7,5.1,9.2,6.7,6.7,0.5,5.0,9.5,4.3,9.6,10.0,8.4,9.4,9.1,7.7,8.7,5.3,3.6,4.4,10.0,3.1,2.3,6.2,3.9,6.8,10.0,10.0,7.0,9.0,10.0,4.9,6.3,4.0,4.4,3.0,5.4,4.0,1.6,8.8,4.0,7.1,8.9,5.7,6.7,6.41,114.0
3,2017-01-01,DZA,Algeria,Middle East & North Africa,4.99,155.0,4.0,,,,3.8,9.5,10.0,9.5,5.0,9.9,9.9,8.9,10.0,,,0.0,5.0,7.8,10.0,5.0,2.5,5.8,,,5.0,6.9,3.0,4.9,5.0,5.0,,,5.0,,,5.0,,,5.0,5.0,10.0,9.5,2.7,4.0,10.0,7.5,7.5,7.3,,0.0,0.0,0.0,0.0,0.0,5.2,146.0,2.7,7.8,0.0,7.0,2.0,4.5,2.9,3.6,4.3,4.3,4.8,4.2,5.0,4.4,6.6,6.1,6.7,0.8,4.7,7.0,8.5,8.9,5.0,7.3,8.5,6.2,5.9,6.9,4.8,0.5,2.6,0.0,3.7,0.0,1.1,1.6,2.8,0.0,5.3,10.0,5.1,5.6,4.1,6.0,6.0,7.8,3.0,5.4,3.7,1.8,9.3,3.8,8.7,7.0,5.7,5.4,4.77,159.0
3,2017-01-01,AGO,Angola,SubSaharan Africa,5.4,151.0,4.0,,,,3.4,8.1,10.0,9.7,7.5,9.9,7.2,8.9,10.0,,,5.0,7.5,8.1,5.0,5.0,10.0,6.7,,,10.0,8.9,7.5,8.8,2.5,2.5,,,2.5,,,5.0,,,7.5,4.0,10.0,10.0,2.7,2.5,7.5,5.0,7.5,6.5,10.0,0.0,0.0,0.0,5.0,5.0,5.98,121.0,6.3,8.9,6.0,10.0,9.0,9.5,3.1,6.8,1.4,1.7,3.3,3.3,4.2,2.3,5.5,3.4,4.3,0.8,3.0,9.4,4.2,3.7,5.0,5.6,9.2,7.7,4.3,7.1,4.9,2.5,3.7,0.0,2.9,3.1,0.1,2.0,3.2,5.0,9.2,6.0,6.7,10.0,4.4,7.2,4.0,6.6,0.0,5.4,2.4,1.3,8.7,1.9,8.1,6.8,4.9,5.7,4.83,158.0
3,2017-01-01,IRN,Iran,Middle East & North Africa,5.1,154.0,4.0,2.1,5.2,4.5,4.4,9.0,5.0,9.9,2.5,9.8,9.8,7.4,10.0,,,0.0,5.0,7.1,0.0,0.0,0.0,0.0,,,2.5,6.9,3.4,4.3,2.5,5.0,,,5.0,,,2.5,,,5.0,4.0,10.0,9.5,0.0,1.0,7.5,5.0,5.0,5.4,7.0,0.0,0.0,0.0,0.0,2.3,4.48,156.0,5.3,8.0,4.0,7.0,7.0,7.0,3.0,5.5,4.3,3.6,4.8,7.5,6.7,5.5,7.5,5.6,5.7,0.6,4.6,8.4,3.7,10.0,10.0,8.0,7.5,4.7,0.0,4.1,4.9,4.4,4.7,9.3,3.8,0.8,0.4,1.7,4.9,0.0,9.2,10.0,6.4,7.8,4.5,5.3,8.0,2.5,1.0,4.8,3.6,1.3,7.7,4.3,8.8,7.6,5.5,5.6,5.72,143.0
3,2017-01-01,BHR,Bahrain,Middle East & North Africa,6.63,95.0,3.0,,,,5.9,9.8,10.0,10.0,2.5,8.7,6.5,7.5,10.0,,,0.0,5.0,7.4,10.0,0.0,2.5,4.2,,,10.0,8.4,4.0,7.5,5.0,0.0,,,0.0,,,10.0,,,10.0,5.0,10.0,0.0,0.7,0.8,7.5,7.5,2.5,4.1,,10.0,10.0,10.0,0.0,5.0,5.91,126.0,5.0,8.0,10.0,10.0,10.0,10.0,1.8,7.0,6.8,6.2,7.4,5.0,7.5,4.8,8.9,7.8,7.3,0.5,5.2,10.0,7.8,9.7,10.0,9.4,9.5,9.0,6.4,8.3,6.7,6.4,6.6,10.0,7.5,6.2,0.8,4.8,7.4,10.0,2.8,10.0,7.6,8.3,5.7,7.7,8.0,7,10.0,7.8,6.1,8.0,9.7,6.6,8.1,9.7,8.0,7.8,7.35,50.0
3,2017-01-01,EGY,Egypt,Middle East & North Africa,4.5,157.0,4.0,1.8,3.8,4.2,3.6,9.0,0.0,8.3,2.5,7.0,8.7,5.3,1.3,,,0.0,0.7,5.0,10.0,0.0,2.5,4.2,,,2.5,5.9,2.8,3.7,5.0,2.5,,,2.5,,,2.5,,,5.0,3.5,10.0,7.9,1.3,1.5,7.5,10.0,7.5,6.5,,0.0,0.0,0.0,0.0,0.0,3.95,159.0,8.7,7.1,0.0,9.0,5.0,7.0,1.5,4.9,6.9,4.3,5.5,1.7,5.0,3.4,8.2,6.3,5.7,0.5,4.0,6.5,7.4,4.1,5.0,5.8,8.3,6.2,0.0,4.8,5.4,2.0,3.7,10.0,4.3,4.6,5.2,4.7,5.8,2.0,0.0,9.0,3.7,10.0,4.8,6.4,8.0,0.6,0.0,5.0,3.7,2.9,9.2,4.8,8.1,5.6,5.7,4.8,5.05,155.0
3,2017-01-01,BRN,Brunei Darussalam,South Asia,5.69,140.0,4.0,,,,6.2,9.8,10.0,10.0,,10.0,10.0,10.0,10.0,,,0.0,5.0,8.3,10.0,0.0,2.5,4.2,,,0.0,,,0.0,0.0,0.0,,,0.0,,,2.5,,,2.5,1.0,10.0,10.0,0.7,3.8,2.5,2.5,2.5,4.6,0.0,0.0,10.0,5.0,0.0,1.7,4.76,154.0,0.0,,0.0,10.0,10.0,10.0,,3.3,5.0,3.4,5.5,8.3,8.3,4.2,4.8,6.7,7.2,0.8,5.3,9.5,5.6,10.0,10.0,8.8,,10.0,9.3,9.6,5.3,2.3,3.8,10.0,5.1,6.2,4.3,5.2,7.2,,8.3,10.0,9.1,10.0,4.7,7.5,10.0,10,10.0,8.7,3.8,8.0,9.8,5.8,9.6,9.4,7.7,8.5,6.62,100.0
4,2017-01-01,COL,Colombia,Latin America & the Caribbean,6.93,71.0,2.0,5.0,4.9,3.4,4.4,0.0,0.0,10.0,2.5,9.4,9.5,6.3,10.0,,,10.0,10.0,5.4,10.0,10.0,10.0,10.0,,,10.0,8.2,8.0,8.7,10.0,10.0,,,10.0,,,10.0,,,10.0,10.0,9.3,10.0,5.7,3.5,10.0,10.0,10.0,8.4,10.0,10.0,10.0,10.0,10.0,10.0,7.18,69.0,6.5,8.0,10.0,7.0,2.0,4.5,7.2,7.2,3.1,2.8,4.9,4.2,3.3,2.2,9.1,4.0,3.2,0.9,3.9,9.4,9.2,9.1,5.0,8.2,9.1,8.9,6.4,8.1,4.9,3.6,4.3,8.8,5.5,1.5,9.6,5.6,6.7,10.0,9.7,10.0,9.9,8.9,3.9,6.3,10.0,4.8,1.0,5.8,2.7,6.7,9.5,2.9,8.8,7.1,6.3,7.3,6.68,94.0
4,2017-01-01,DOM,Dominican Rep.,Latin America & the Caribbean,6.95,68.0,2.0,5.2,4.5,3.3,4.4,5.5,10.0,10.0,7.5,9.9,10.0,9.5,10.0,,,10.0,10.0,8.3,5.0,10.0,10.0,8.3,,,10.0,10.0,5.5,8.5,7.5,7.5,,,7.5,,,5.0,,,10.0,7.5,3.8,10.0,7.3,4.8,10.0,10.0,10.0,8.0,0.0,10.0,10.0,10.0,7.5,5.8,6.98,77.0,7.4,9.7,0.0,9.0,7.0,8.0,7.1,6.4,2.3,3.0,5.0,5.0,4.2,3.5,8.0,2.7,3.3,1.0,4.1,9.2,9.5,9.3,10.0,9.5,8.8,8.5,6.5,7.9,5.2,8.9,7.0,10.0,6.5,3.8,10.0,6.8,7.9,5.0,10.0,10.0,8.3,5.6,3.7,6.1,8.0,2.8,10.0,6.0,3.1,4.7,9.2,2.2,7.6,6.4,5.5,6.6,6.92,77.0
